url,filename
https://registry.ollama.ai/v2/library/devstral/blobs/sha256:3dc762df9951ecae062822bbaa78b01f1252e2e316c911adbedcbe97bbff5b26,sha256-3dc762df9951ecae062822bbaa78b01f1252e2e316c911adbedcbe97bbff5b26
https://registry.ollama.ai/v2/library/devstral/blobs/sha256:ea9ec42474e0b11615d2287c0a4b25f89cd1bd84d034113696dfd6af6ba1ae5d,sha256-ea9ec42474e0b11615d2287c0a4b25f89cd1bd84d034113696dfd6af6ba1ae5d
